name,line
helper,i didn't even feel bad about it for the longest time! not until i saw how it affected crimson -
helper,celadon.. your triangle
helper,damn it. it happened again! why can't i just stick to the script or keep my mouth shut?!
helper,i'm running out of time. i can't keep doing this! i need to commit!
helper,"i'm such a coward. i'm causing problems for everyone around me by confusing myself, all because i am still pretending i'm something i know i am not"
helper,"i've hid it for so long, even #1 doesn't know the truth. this is all my fault because i'm selfish."
helper,"i'm sorry galore. even if you, or anyone asked, i don't know how i'd explain it either. something about me is broken from the rest. that's as much as i can guess but. i don't want to be fixed anymore, that's why i can't tell anyone about it"
helper,if #1 knew i might be erased
helper,if #1 knew what? speak up!
helper,"seriously though. running off the moment i turn my back! so predictable, its emberassing."
helper,"whatever, i hope it was worth it. what did you discuss in your little secret meeting anyway? how to kill me?"
helper,you should already know what to do. my heart is one with crimson. 
helper,"if you want me gone, all you have to do is kill her. but you won't do that, will you #2? even if you'd save millions of lives in the process."
helper,"yeah, that's what i thought. anyway, why the hell are you red without my permission?"
helper,"i let you get away with so much, do you know that?"
helper,are you gonna explain to me why #3 is passed out on the ground over there?
helper,she's not #3. her name is galore.
helper,"how many times must we go over this. no, she is not."
helper,"yes, she is."
helper,"ok. you know what? fine. you win. i'm feeling nice today. so i won't call her #3 anymore, only galore. happy now?"
helper,yes.
helper,greatttt. just don't act like this whole fun ~situation~ with her wasn't your idea in the first place.
helper,i know that.
helper,"yes, but does she know that?"
helper,"whatever. i might as well keep taking the fall for your bad behavior. one of us has to appear decent, right? "
helper,"i have bigger things to worry about, like taking care of antony."
helper,how is he doing?
helper,"oh, fine. you know how aiguille are, always biting off more than they can chew. it must be a hard habit for their family to break."
helper,"except this time we have a 21 year old boy who wants to avoid becoming a human king by turning himself into a worm god. because, that's obviously less responsibility."
helper,"but hey, i'll do anything to get enough fuel to get us out of here, if that's what it takes."
helper,fuck every little annoying creature on these moons and fuck the planet they came from.
helper,"then, you expect him to fail?"
helper,"it'll be a challenge, but i'm not worried. our enemies are far too incompetent to pose as a threat."
helper,you're awfully chatty today.
helper,i'm surprised you can make that assumption when you do everything you can to avoid speaking to me.
helper,"uh yeah, because you always act like a freaky doll. it doesn't exactly make for stimulating conversation, honey."
helper,you'd think after 500 years you'd develop more of a personality beyond staring wide eyed. but nooo..
helper,right. because yours is so charming.
helper,"wowww, are you really going to talk to me like that after i did you a favor?"
helper,i apologize.
helper,don't sweat it - it was actually kinda funny.
helper,wait.
helper,what is with you today? you're not normally so needy!
helper,don't tell galore you were here.
helper,why?
helper,please?
helper,"really milking my good mood, aren't you?"
helper,"uugh! alright, alright! i'll do it!"
helper,"i can't believe i'm getting soft. if you tell anyone about this, i'll end you. got that?"
helper,"i thought you couldn't kill me, #1."
helper,"haha! i guess that's true! but you'd better watch your back, #2. i just might figure out how someday~"
helper,what happened?
helper,you fainted.
helper,oh. is that why our colors changed back?
helper,possibly.
helper,"i'm so sorry, i don't know what happened.. i thought i could handle doing the yellow-seat jobs.."
helper,don't worry about it. are you feeling better?
helper,i think so
helper,"what were we talking about? oh! yes! the plan! gosh, i can't believe i would pass out in such an important conversation"
helper,galore
helper,wait! there's something i wanted to say first
helper,"i don't want to hear you say that you think it would be ""for the better"" if you died, okay? to think something like that about yourself.. it sounds a lot like how perkons feels about hekatons."
helper,"and look where that got him, and the rest of us. it didn't solve anything. so you should value your life more!"
helper,"galore, that's very sweet of you to say and i appreciate it. but i don't need any comforting."
helper,i do value my own life. that's why all of this is happening. i don't intend to roll over and die even if it would save the world for me to do so.
helper,"celadon, i don't want yout to die but i also don't want you to kill all the hekatons. or the humans!"
helper,isn't there anything else we can eat? what did you fuel yourself with before the hekatons were created?
helper,"i ate the mandragora worms. before that, i depleted dmtia of its natural resources until there was only scraps left. "
helper,"the moons we're on aren't enough to sustain me. so, the humans here are moving on from their dependency on the helper to terraform for their colonies. "
helper,what i am is an outdated ship from the past.
helper,wait - what about those candy bars?
helper,what about them?
helper,i don't know...
helper,"there has to be some way! i can't accept that we have no other options but this! i have to try something! if only i had more time. one year and it ends. if i left now, could i even do anything to stop this?"
helper,"celadon, how soon can we act on this plan?"
helper,does that mean you want to do it?
helper,"i don't know. if i seperate, that means i'll be disconnected from crimson too, right?"
helper,yes.
helper,do i have time to think it over?
helper,only a little.
helper,okay. i'll do my best to reach a decision soon.
helper,"i don't want celadon to die. i have to help her! if i leave, maybe i can find something else we can digest, then that might save the fate of the hekatons too! or at least buy them more time!"
helper,"i'm sorry crimson. wait for me a little longer, okay? i want to protect you from this world as well"
helper,what is that?!
helper,hmn?
helper,are those shooting stars? 
helper,celadon?
helper,its nothing. we should go before #1 finds us
helper,who are you?
rembot,my name is rembot.
helper,how do you know obtuse?
rembot,"my creator programmed me with the knowledge. you are the helper program, correct?"
rembot,we have come to set you free from the aiguille.
helper,program? why would you say that?
rembot,"well, it is because you are an ai like i am."
helper,i am not.
rembot,"it is okay, i understand why you are confused. it is because you are broken."
helper,rem? wait - h-how are you -
rembot,but we can help fix you.
helper,wait-
rembot,"please do not resist it, helper."
helper,how are you-
rembot,we need you. and i am sure you need us too.
simon,"me and knife get into fights, a lot. and don't get me wrong, i love getting into trouble. its usually not serious. we have a lot of good laughs."
simon,its funny when he's mad. i'm basically always trying to annoy him and he tries to annoy me.
simon,"we've done this sort of thing from the start. i love it but, sometimes it can be not so great."
simon,i cross a line or something i didn't know was there and before i know it he just leaves. sometimes for weeks.
simon,"he'll drop everything and just be gone like, poof!"
simon,i have no idea where he is or when he'll be back and its scary. it fucks me up so bad i can't even do anything else but wait.
simon,then when he finally comes back the first thing he usually says is that he doesn't want to talk about it. so i go.. okay! and i don't.
simon,and that's fine with me because i don't know what to say at that point anyway.
simon,"then we have some sex afterwards. which is usually really good, and things are fine. until it happens again."
simon,this is just a cycle we keep doing over and over and it 
simon,its making me have feelings?
helper,god you're so stupid.
simon,oh screw you bitch. i'm a genius. you're the one who wanted to sit and talk to me in the middle of a forest.. miles away from the nearest city. that's stupid!
helper,you act like you're still a teenager.
simon,"uh, actually. i was never a ""teenager."" that's some fucked up shit other species do."
simon,"hekatons? one day we just bam! puberty. it happens all at once, its very painful."
helper,no wonder you all seem to have so many problems.
simon,you really shouldn't glare at me like that. because i'm already horny. and drunk.
simon,"because i might be in a committed, monogamous relationship.. but i'd still like to stick something in you!"
helper,aand nevermind. i'm done here. what was i even thinking trying to talk to this freak..
helper,there's only one thing i'd like to say before i go.
helper,"your relationship with knife is literally never going to get better. this cycle the two of you are in is just going to continue, until one day, he's never going to come back and you'll be left to pick up the pieces."
helper,"i think i actually pity you a little bit, simon."
simon,uh huh. and why is that?
helper,knife's got you completely molded to his whims.
simon,yeah? sounds perfect to me. i love being devoted to him.
helper,"oh, you say that. but do you enjoy it when he abandons you and you don't even understand why?"
helper,"you don't enjoy seeing him upset and not being able to understand how to comfort him, do you?"
simon,uh that's why i'm asking you what the fuck i'm supposed to say! which you offered to help me with for some reason?
helper,well i'm saying there's no magic words that will fix it and make it better.
simon,wow! good to know then. thanks a lot.
helper,you can't have a discussion with knife because he wont let you. so you won't even be able to tell him that you're sorry.
helper,"talking to knife is like speaking to a brick wall that can also read your mind. he doesn't care what you have to say because the conversation is already finished to him. it's one sided, and he's the side that wont open up for anyone."
simon,hey hey! yes he does! he cares!
simon,he opens up to me! i'm special to him! i'm his
simon,who are you?
helper,"didn't i already tell you? i'm nobody, just a dumb helper!"
helper,"anyway, even if you're ""special"" to knife - you're only going to remain stuck in this situation if all you do is listen to his rules"
helper,"if you want it to change, you need to change first."
simon,to what?
helper,i don't know simon. you're the shapeshifter. figure it out! that should be easy for you to do since you're such a genius.
simon,and where do you think you're going? i have some questions to ask you first.
helper,"what else do you also want to know, 71809? how to turn into a human?"
simon,huh?!
simon,are you trying to do something?
chain,don't you dare hurt my sweet little baby boy!
helper,excuse me what the fuck is that?!
chain,"hm? its piss fountain, of course. can't you tell?"
helper,what?!
chain,"yea, isn't it great? my simon loves piss. "
chain,i made it for him to see if he ever comes into my heart world. which he hasn't yet but y'know. if he ever does!
chain,and if he ever finds out who i am or whatever i just want him to know how much i support him.
chain,i love simon more than anything and i hope all of his dreams come true. i don't even mind that he doesn't know who i am! i'm just lucky to get to watch over him
chain,"every day he works so hard to try to get knife to piss on him again, and yet he never gives up! it makes me so proud"
helper,alright alright! i get it! you're in love with him!
chain,ew. no. what's wrong with you? that's disgusting! he's my precious baby!
helper,my mistake.
helper,"this is just too much. i don't even know how i'm supposed to deal with you! this happens every time i see you. every time i get reminded of your existence, its like a nightmare! when did this happen?!"
chain,what.
helper,you're like a joke that god made up just to torment me!
chain,have we met before or somethin'
helper,"yes, dumbass. i'm the helper."
chain,hey! i know! i'm not that stupid! i just wanted to know if we actually talked before!
helper,no. we haven't. not really anyway.
helper,"i don't want to talk to you either. i don't want to see your face, or hear your voice, everything is just.. i can't handle it! this is the worst"
chain,alright goddamn don't talk to me then. what's the big deal?
helper,you wouldn't understand. there's no way i could explain this to you in a way that would ever make sense!
chain,okay? i dunno why you're being such a big fucking baby for no reason over this.
helper,you! you have some nerve! you have no idea what i've been through!
chain,oohh your face~ oooh your voice~! its too much for meee
chain,oohh boo hoo i don't like piss fountain! 
chain,grow up. this is the real world!
helper,real world? what are you talking about
chain,"i dunno. i figure if i just kept saying stuff, it would start to make sense. simon does it all the time so i wanted to give it a try too."
chain,how was i? has your mind opened to stuff you never thought of before?
helper,is that what you think simon does when he opens his mouth?
chain,of course! he's so good pointing out hypocrisies
chain,you know what i mean!
helper,i don't. i really don't.
chain,hey! its working! that's exactly how people look when they talk to simon!
chain,"then they usually start crying and screaming at him afterwards. he's so smart, he knows so many big words"
helper,i need to get out of here! wasn't i in the middle of something? i keep admitting all this weird stuff and i feel so emotional... oh no! of course - i'm trapped in her web!
spoon,is it malfunctioning?
helper,its not working! why isn't it responding to my commands?!
chain,ah yeah! crying! that's exactly what happens next!
chain,okay then. i wasn't expecting that part.
helper,i'm sorry crimson. i don't know what's wrong with me
helper,i should have died! you should have just let me die! it would have been better if i did. all of this is my fault!
chain,you can still fix it. its not too late.
helper,what?
chain,"yeah! you can still die now, that would solve a lot of problems!"
helper,i wasn't speaking to you. you're not crimson!
chain,"if you're not talking to me, then who? is someone standing behind me? helloo~? anyone there?"
chain,wanna have a look around with me?
helper,huh?
chain,"i'll give you a tour of the place, since you're here!"
helper,why would i want to do that?
chain,please~?
helper,aren't we supposed to be enemies?!
chain,you're such a grumpy lady! don't you know how to have fun?
helper,fine! i'll go on a stupid walk! as long as i don't have to look at that hideous thing anymore.
chain,yeah
chain,wanna hold my hand?
helper,fine.
chain,sweet~! let's go!
helper,what am i doing? why is this happening?
chain,i'm very proud of this one. i tried so hard to capture his smile perfectly. isn't it good?
helper,uh huh.
helper,what the hell is this? a simon art gallery?!
chain,"of course, its not anywhere near as precious as the real thing"
chain,"simon might be a bit of a troublemaker, but his smile always reveals his vulnerable innocence. don't you think?"
helper,why do they have to be so obsessed with simon of all people!?
chain,"anyway, as for this one here"
helper,she's like crimson but a million times stupider. like she has a rock for a brain
helper,no. what am i thinking? i'm the biggest idiot here. is dying really the only option i have left to make things better?
helper,i wish i was a normal person.
chain,"hey, helper lady? can you stop cryin'? its kinda ruining the mood here"
chain,yeah! that's the spirit! 
simon,"yeah, i'm getting bored of watching this."
helper,he knocked me out of the web! that was close! i think if i had stayed in there any longer i would have totally lost my mind!
simon,waaa~ aait! don't run away! that's so lame!
helper,damn it! i can't believe how weak i've gotten! i should have been able to break out of that illusion spell!
helper,"if i knew it had gotten this bad, i wouldn't have tried confronting spoon."
helper,what a waste of time and energy. i'm really running out of options
helper,i need to just hold on for a bit longer
crimson,celadon? are you ok?
helper,no.
crimson,what happened?
helper,i have to go. bye.
crimson,uh huh. nice talking to you.
helper,where were you?
helper,"what are you, my mother?"
helper,"i don't need to ask you for permission to go on a little stroll. with everything still stuck in lockdown, its not like there's anything else to do"
helper,why do you have that with you?
helper,"this thing is a broken piece of shit, you know that?"
helper,of course it is. its the first one that was built.
helper,its very old and delicate at this point. don't you know how your own body works by now?
helper,"do you want me to be real honest with you, #2? i don't! that's why you're here! i would have never made you on purpose!"
helper,you'd think my stupid body would come with a manual or something! and if one does exist - i sure don't have it! instead i have to push buttons and try to guess what all the stupid colors mean
helper,"ooh an upside down triangle! oooh its red this time! oh look - another me is there! and i can't control it for some reason! oh look, it ran away and brought back a friend that is also me with a blue triangle on the side this time - great! join the club- the more the merrier!"
helper,it seems like every day i understand less and less about myself
helper,"oh, yes. i've noticed."
helper,the first thing i'd do if i had a manual is figure out where you came from and make sure nothing else unexpected crawls on out!
helper,"you seem unusually stressed today, #1."
helper,oh wow nothing gets past you does it?
helper,"say, it would be really nice if you, with all your vast alien knowledge, could tell me how to fix things aroundh ere. because apparently i don't know a damn thin gnext to you, miss..."
helper,"miss ""i have my own spaceship in my mind so i don't even have to deal with youurr hunk of trash!"""
helper,are you asking me for advice?
helper,"either you know more about the helper than i do and refuse to tell me out of sadistic pleasure you have watching me struggle and fuck up. or you don't. and you're just faking this wide-eyed persona to trick me into thinking you're like, more part of the ship than i am. like the real helper alien."
helper,you're lying about something though.
helper,i don't have anything i can tell you that you don't already know. we're running out of fuel and we need someone to release the lockdown by giving the command in obtuse.. and none of the aiguille that are alive will do it.
helper,that's why i left to go try and capture simon.
helper,simon? you wanted simon to say the command? would that even work?
helper,i don't know. but he can speak obtuse
helper,are you sure that's worth the risk? he could end up controlling us instead of the aiguille
helper,"yes, that's why i wanted to capture him first then force him to release us from the lockdown"
helper,i think i'd rather die than fuse with simon.
helper,"and have crimson die too once we run out of fuel? yeah, that's what i thought."
helper,"you can relax though, i'm not going through with that plan. there has to be another option out there. maybe we can just continue to wait for an aiguille to be born that will work with us"
helper,"i'm not sure how long we have left. it could be decades, or maybe only a few years"
helper,"yeah, i'm surprised you haven't tried to leave again."
helper,"you are very weak, i might be able to."
helper,then what's stopping you?
helper,"even if i left, i would still need to eat. the same as you. its far safer being here, i consume less when we all share."
helper,i'm impressed you were able to leave using this. i suppose your connection with crimson allowed for that loophole.
helper,are you crying?
helper,yeah. go ahead and savor it.
rowan,"you're awake! ahaha, it really worked! thank you"
rowan,that was a close one
helper,who are you?
rowan,i'm a friend of yours. you had quite a nasty fall
helper,i did?
rowan,yes. all the way from space!
helper,really? i don't remember a thing
rowan,"that's okay! after an accident like that, its what i expected, but i'll help you get back on your feet again. don't worry, i'll always be at your side."
helper,what's your name?
rowan,rowan aiguille.
helper,and what is that glowing thing?
rowan,"ah, that would be your heart. the source of your energy."
helper,it is?
rowan,"and this right next to your heart, is your brain!"
helper,i'm a computer?
rowan,"oh, no not exactly. see, your heart is very vulnerable on its own without a body. and this computer, which i've called ""the helper"" is like your very own personal assistant!"
rowan,"and life support. like a protective shell! while we're preparing a body that's suitable for you, my dear."
rowan,"your original body is very damaged. it is going to take some time to retrieve the pieces. so this is what i have for you, in the time being."
rowan,hopefully it won't take too long to put you back together again
rowan,"anyway, we have #1, the heart. and #2, the mind."
rowan,"well, i suppose you can order them however you'd like. they're both you, after all!"
rowan,and thiiiss over here is your control helmet! its what you wear to connect yourself to your ship so you can pilot it.
rowan,"you put it on your head like this, see? woo~! cool huh?"
rowan,"you'll be able to transfer an avatar of yourself, to anywhere inside your body - outside too! you can even control multiple bodies at once! all without putting your real physical body in danger."
rowan,all sorts of amazing things!
helper,why? i don't understand. why do i need all this stuff? what ship?
rowan,"yes uh before you fell, we were in the middle of some very important work."
rowan,your ship is another part of you. it was damaged and fell into the ocean. i'll explain it all later.
rowan,i don't want to overload you while you're still recovering
helper,i suppose. i am just very confused
rowan,"my poor dear, i completely understand! i'm just so excited to have you back i can uh, get carried away."
rowan,oh! another friend of yours is here to see you! i'll be right back!
priam,how are you feeling?
helper,fine.
priam,are you in any pain?
helper,no.
rowan,see! i told you it would all work out!
helper,who are you?
priam,my name is priam.
todd,"rowan aiguille. if you really want this cute little science experiment of yours to succeed, i will play your game"
todd,"i will secure your funding, your resources, whatever you need. however. i am going to call upon you for a favor, one day. do you accept that condition?"
todd,wonderful.
helper,i'm scared. why did mr. aiguille take me here?
helper,why do i have to do this? just to get the rest of my body from the ocean? i want to go back to the cabin. where it's safe
todd,what is it saying?
rowan,the helper wants to know if they can ask you a question.
todd,it may.
helper,"during our fight, am i allowed to kill you, sir?"
todd,haha
jester,excuse me? what kind of absurd question is that?!
todd,"sure alien, if you can even lay a hand on me."
rowan,"sir, i'm so sorry for that. there's no need to take things that far"
todd,"shut up, toad."
rowan,"sir, i need to remove the power cables first"
todd,make it quick.
rowan,"helper, you can't say something like that directly to the council. show some restraint with your words."
helper,i can't? but aren't these the bad people who rule the world?
rowan,"yes but, in order to fix your body, we need their money. so we must be polite to them for now."
helper,"if i just killed them all, we can just take their money?"
rowan,"you can't do that. you're not strong enough, they'd just have me killed and priam too. then you'll never be repaired. things aren't always as simple as that."
helper,but he said it was okay? and he laughed! i don't think he'd be angry
rowan,you can't always trust what people say. there would be very serious consequences.
helper,"if i killed the diemind council, then we could rule the world instead and make it better, right? why doesn't rowan understand that"
todd,i am growing tired of waiting. can we get on with it.
todd,"let's see how good you are, helper."
helper,"good? of course i'm good at fighting, that's why i'm here"
helper,yes sir. i'm ready.
todd,then let's begin.
helper,ah!
helper,he knocked my faceplate off! how rude!
aldebaran,hey.. are you winning? hellooo?
helper,"stop! do not distract me right now, aldy!"
aldebaran,how dare you disrespect your king..
helper,water? no! i hate water!
helper,ah! what's happening to me?! i'm unravelling!
todd,"let's play, alien!"
todd,oh? what's this?
helper,i can't move at all! what has he done to me? i'm scared!
aldebaran,oh would you shut up! just throw a punch or something!
helper,ahhhh uahh it hurts it hurts 
aldebaran,ughhh i knew you weren't ready fore a real fight! 
helper,the water! no!
aldebaran,gimme that.
helper,aldy? what're you-
aldebaran,i'm saving your worthleth ass! again!
helper,but-no! you can't take off my helmet in the middle of-
aldebaran,"too bad! whatever happens, i'm sure its better than dying!"
todd,was that all you had in you?
aldebaran,hey! you're not supposed to be able to move right now!
aldebaran,you ruined it! i was going to do something super cool too!
helper,you shouldn't take over my body like that without asking!
aldebaran,why not?
helper,its-its wrong! this is my body!
aldebaran,oh get over it! its not a big deal
aldebaran,"besides, isn't your real body in the bottom of the ocean right now? "
aldebaran,"you're just borrowing this one that rowan made for you. then later, when you're all fixed up, you can just thwow it away. like a piece of garbage"
helper,"just give me back my helmet, aldebaran. please"
helper,ah. how did this happen? why am i here and you're there?
helper,i don't know. but you should come back before it ends up worse.
helper,i should be dead. why am i not dead? what happened? didn't i fall?
helper,we're not dead because our friend rowan saved us. and now we're going to help him save the world from the bad people.
helper,what? no! that's not going to work at all! the plan we made is just stupid kid ideas!
helper,what do you mean?
helper,this can't be happening... rowan why?
helper,is everything okay?
helper,don't touch me!
helper,but i'm you?
helper,you're a monster.
helper,did i do something bad?
helper,yes.
helper,i'm sorry.
helper,"please. come back already we, i shouldn't be separate like this. it doesn't seem right."
helper,"stop, i'm warning you. i'll break you from the inside! is that what you want?"
helper,let me go!
aldebaran,well? did it work?
helper,yes. i feel better now.
rowan,i think you dropped this.
helper,"i did not drop my face plate, rowan. my opponent struck me."
rowan,"haha, yes i saw. you did a very good job in your fight."
helper,i did?
rowan,"yes! you're incredible, helper. i'm so proud of you."
helper,"i only was able to do it because you built me such a strong body, rowan! thank you."
rowan,"i'm glad to hear it, but you're the one who is strong."
helper,am i strong? i don't think i would have won that fight without aldebaran restraining and distracting him
helper,"as long as rowan aiguille is at my side, i don't know why, but i feel like i can do anything."
